MMSI,BaseDateTime,LAT,LON,SOG,COG,Heading,VesselName,IMO,CallSign,VesselType,Status,Length,Width,Draft,Cargo,TranscieverClass;
369305000,2020-01-01T00:00:07,40.40279,-73.93358,5.4,-148.1,256.0,MAGDALEN,IMO9652210,WDJ7547,,3,,,,,B;
367428930,2020-01-01T00:00:07,41.58570,-71.28736,0.1,-177.9,511.0,FREEDOM,,WDF2513,60,,29,5,,,B;
367531790,2020-01-01T00:00:06,28.54689,-96.21843,4.4,58.3,58.0,SALLIE ANN,,WDG3990,70,5,24,9,,,B;
366838630,2020-01-01T00:00:00,30.17248,-85.75225,0.0,-186.6,56.0,STARFLEET PATRIOT,IMO8734657,WDA7014,60,0,42,8,,69,B;
367422720,2020-01-01T00:00:00,30.15861,-90.99735,0.0,19.7,349.0,ARNE CHRISTIANSEN,,WDE9907,31,0,34,10,,31,B;
367122220,2020-01-01T00:00:03,37.80515,-122.34234,0.0,-118.1,154.0,REVOLUTION,IMO9369203,WDD2974,31,0,23,10,4.6,52,B;
367162940,2020-01-01T00:00:05,29.76425,-95.10887,0.1,-155.5,511.0,SAN JACINTO,,WDD5743,31,0,16,7,,,B;
367691290,2020-01-01T00:00:06,31.14197,-81.49631,0.0,-49.6,511.0,MISS LEXY,IMO8719530,WDI3727,30,15,23,6,,,B;
367143460,2020-01-01T00:00:07,37.79791,-122.39450,0.0,9.6,511.0,SAN FRANCISCO SPIRIT,,WDD4339,69,0,45,14,2.5,69,B;
367003590,2020-01-01T00:00:07,30.03738,-90.83522,0.0,65.2,350.0,CSS ATLANTA,,WDC3182,31,12,18,7,,,B;
212275000,2020-01-01T00:00:10,42.29776,-125.21449,0.7,160.8,185.0,UBC STOCKHOLM,IMO9426879,5BDB3,70,0,171,28,10.6,,B;
367327560,2020-01-01T00:00:10,29.96795,-93.85971,0.0,-151.6,320.0,CINDY HULL,,WDE2631,31,0,26,9,,,B;
367040920,2020-01-01T00:00:00,32.08746,-81.08882,0.0,-49.6,511.0,CLEAN SWEEP,,WCS5744,31,0,17,6,,,B;
367061620,2020-01-01T00:00:00,32.85583,-79.95312,0.0,-195.5,511.0,HANNAH MARIE,IMO7230630,WDC6809,31,0,32,9,3.8,,B;
367605450,2020-01-01T00:00:00,38.70611,-90.21501,0.0,63.8,341.0,BRYANT-T,,WDJ5430,31,12,14,5,,,B;
538005783,2020-01-01T00:00:04,34.18211,-77.95682,0.2,48.4,7.0,NAVIG8 ARAGONITE,IMO9727558,V7GX9,80,0,184,,,,B;
366899490,2020-01-01T00:00:03,54.23420,-165.85891,4.3,-112.1,299.0,EASTERN WIND,IMO9010486,WDB4538,70,0,59,12,5.5,,A;
338138391,2020-01-01T00:00:05,47.63277,-122.33931,1.4,100.5,511.0,KOLOKEA,,,37,,17,,,,B;
368004000,2020-01-01T00:00:05,38.11444,-74.71984,14.6,194.0,185.0,BRENTON REEF,IMO9144926,KREQ,80,0,188,32,12.2,,B;
367337960,2020-01-01T00:00:05,26.09124,-80.12322,0.0,-113.8,87.0,GALVESTON,IMO9503160,WDE3363,31,0,46,14,6.9,57,B;
368075180,2020-01-01T00:00:05,29.36938,-94.88994,0.0,-186.9,511.0,RICHARD O,IMO0000001,WDK6504,57,12,22,9,2.9,57,B;
367473490,2020-01-01T00:00:06,29.56403,-94.44373,3.4,87.7,511.0,ST THOMAS,,WDF6366,31,0,23,10,,,B;
311734000,2020-01-01T00:00:10,24.70525,-80.43472,16.3,46.0,48.0,MAJESTY OF THE SEAS,IMO8819512,C6FZ8,60,0,268,36,7.5,66,B;
367597820,2020-01-01T00:00:10,28.64252,-96.55052,0.0,-192.0,511.0,CAJUN,,WDH2458,31,12,21,,,,B;
366909510,2020-01-01T00:00:01,34.18205,-77.95725,0.2,87.4,511.0,MARGARET MCALLISTER,IMO8990469,WDB5426,31,0,32,9,4.3,52,B;
369970630,2020-01-01T00:00:02,42.53857,-90.64454,0.0,-160.7,511.0,DAVENPORT,,AEMK,,0,,,,,B;
367488250,2020-01-01T00:00:03,48.10504,-122.77746,0.0,43.0,511.0,SUNNYVALE,IMO8851455,WDF7798,30,0,23,7,,30,B;
366997920,2020-01-01T00:00:05,30.40661,-91.20109,0.0,-101.1,42.0,RANDY ECKSTEIN,IMO8991009,WDC2803,31,12,22,10,,,B;
367532810,2020-01-01T00:00:06,37.05922,-88.55405,0.0,0.0,511.0,LES GRIMM,IMO8836687,WDG4085,31,0,39,11,,,B;
367047150,2020-01-01T00:00:06,45.65338,-121.07429,1.4,-182.9,207.0,CAPTAIN BOB,,WDC5835,31,0,30,10,,,B;
369970441,2020-01-01T00:00:00,28.89682,-95.38311,0.0,-173.5,84.0,SNELL,,AEGC,90,5,,,,0,A;
367456940,2020-01-01T00:00:05,35.12120,-90.08900,5.6,60.8,60.0,NED MERRICK,,WDF4891,31,0,41,10,,,B;
367339560,2020-01-01T00:00:06,43.65729,-70.24933,0.0,-57.8,511.0,CITY OF PORTLAND,,WDE9667,90,15,19,,,58,B;
367579920,2020-01-01T00:00:05,29.64593,-94.96659,6.3,-70.7,341.0,SAVAGE INSPIRATION,,WDG8667,31,15,23,,,,B;
367649760,2020-01-01T00:00:07,41.72452,-87.54007,0.0,0.0,511.0,ARIZONA,,WDH7602,31,15,24,6,,,B;
367796610,2020-01-01T00:00:06,29.31865,-94.66031,2.2,62.0,66.0,HOUSTON,IMO9833204,WDJ6320,90,0,,,,,A;
367391260,2020-01-01T00:00:09,29.34376,-94.77702,10.4,149.6,511.0,ROBERT H DEDMAN,IMO9207003,WCY9892,60,0,80,19,3.2,,A;
367029020,2020-01-01T00:00:06,42.36257,-71.03155,0.0,186.9,195.0,MYSTIC,,WDC4694,50,0,16,5,,50,B;
367044250,2020-01-01T00:00:06,34.12964,-119.26060,9.4,54.0,511.0,RANGER 85,,WDJ3240,60,0,25,6,,,B;
367474690,2020-01-01T00:00:07,29.86546,-89.93151,0.0,-192.7,511.0,JENNIFER,,WDF6480,31,0,16,7,,,B;
367004920,2020-01-01T00:00:09,30.86711,-87.98574,3.1,-73.9,338.0,CHIPPEWA,,WDC3265,31,0,26,9,,31,B;
367357320,2020-01-01T00:00:09,30.80220,-81.51778,0.1,-195.8,511.0,C-TRACTOR 3,IMO8835164,WBX3589,70,0,29,11,3.3,,B;
367001940,2020-01-01T00:00:10,29.73256,-95.27622,0.0,0.0,511.0,MISS ERIN,,WDC3043,31,0,18,6,,52,B;
378112685,2020-01-01T00:00:00,26.62310,-78.22951,0.0,-178.1,160.0,SVITZER LUCAYA,IMO9554303,ZJL9662,31,8,29,11,4.6,,B;
563624000,2020-01-01T00:00:05,45.52795,-125.20986,10.7,188.7,192.0,BW COUGAR,IMO9675494,9V2341,80,0,183,32,13.3,89,B;
367436030,2020-01-01T00:00:06,28.86439,-95.46893,2.7,79.7,81.0,ELLIS DAVIS,,WDF3114,31,0,23,10,,57,B;
367315790,2020-01-01T00:00:06,45.63174,-121.19629,7.8,-60.3,351.0,LORI B,,WDD9745,31,0,17,9,,,B;
367306920,2020-01-01T00:00:06,38.53968,-90.25027,0.0,127.0,511.0,TRIPPER,,WDD9104,31,15,17,6,,31,B;
367456680,2020-01-01T00:00:07,29.85393,-90.06342,0.0,-173.6,71.0,HAMILTON,,WDF4865,31,0,40,10,,,B;
367421310,2020-01-01T00:00:20,38.92127,-82.12077,0.0,-62.4,31.0,C J QUEENAN,,WDE9789,31,0,42,11,,31,B;
316027733,2020-01-01T00:00:06,49.19285,-122.92078,0.0,0.0,511.0,VFPA4,,CFK5368,,0,13,3,1.8,,B;
367717660,2020-01-01T00:00:05,30.05970,-90.89081,0.0,-49.6,511.0,PAPA JOE DREDGE,,WDI6338,,3,,,,,B;
316013357,2020-01-01T00:00:10,45.50303,-73.55232,0.0,-49.6,511.0,CAVALIER MAXIM,IMO5265904,CFB6174,60,,58,12,3.5,,B;
368589000,2020-01-01T00:00:09,29.51095,-94.87876,11.0,-84.0,327.0,OVERSEAS CASCADE,IMO9475935,WOAG,80,0,183,32,12.2,,B;
367682990,2020-01-01T00:00:03,31.22546,-92.12020,5.4,-180.6,216.0,RENA MARIE,,WDI2909,31,0,26,,,,B;
369970403,2020-01-01T00:00:03,55.53013,-131.76008,21.4,182.5,511.0,SEAFAC II,,,90,,,,,,B;
367768080,2020-01-01T00:00:05,30.04340,-90.47555,10.0,163.7,170.0,ROD C,,WDJ3449,31,0,21,9,,31,B;
367797190,2020-01-01T00:00:05,25.79555,-80.14580,0.0,-153.9,511.0,UNPLUGGED,,WDJ6382,37,0,20,5,,37,B;
367602270,2020-01-01T00:00:06,29.95739,-90.02913,0.0,-92.0,511.0,PAT LUKE,,WDH2891,31,0,17,,,,B;
366862820,2020-01-01T00:00:08,29.70596,-95.04620,0.0,-156.5,511.0,CAPT ROGER D ADAMS,IMO8975782,WDA9222,31,15,28,9,,,B;
367638240,2020-01-01T00:00:09,38.24297,-90.36645,4.3,-60.6,511.0,DAVID L FIELDS,,WDH6464,31,0,40,14,,,B;
367715840,2020-01-01T00:00:08,27.88363,-97.04528,0.0,134.9,74.0,LOUISA FRANCES,,WDI6155,31,12,21,9,,,B;
367539920,2020-01-01T00:00:08,29.85800,-93.94033,7.1,-188.3,511.0,KATIE T MORAN,IMO9650391,WDG4769,31,0,24,10,,52,B;
367366890,2020-01-01T00:00:00,46.11377,-122.97933,7.5,140.0,136.0,LISSY TOO,,WCY5673,31,0,16,,,,B;
366691880,2020-01-01T00:00:02,57.78831,-152.39873,0.0,-110.2,511.0,GOLDEN FLEECE,IMO7932393,WSC2259,30,7,27,8,,,B;
367396120,2020-01-01T00:00:05,41.32843,-88.75019,0.0,17.8,274.0,LEMONT TRADER,,WDE7669,31,15,26,9,,,B;
366971270,2020-01-01T00:00:01,28.64462,-96.54955,0.0,-179.0,511.0,ALLAN,,WQZ5900,31,0,29,8,,52,B;
366962960,2020-01-01T00:00:01,36.98200,-89.10981,1.6,-87.6,308.0,LEE SYNNOTT,,WDB8695,31,12,48,12,,,B;
367456770,2020-01-01T00:00:00,30.42435,-91.19580,0.0,184.5,6.0,COUSHATTA,,WDF4876,31,0,21,8,,31,B;
367349770,2020-01-01T00:00:04,37.86992,-122.39588,8.4,-70.5,347.0,POINT FERMIN,IMO7531838,WDE4178,31,0,32,10,4.1,31,B;
367585170,2020-01-01T00:00:07,27.86815,-97.04600,0.0,-169.8,511.0,RIO GRANDE,,WDG9180,31,0,23,,,,B;
367564930,2020-01-01T00:00:07,39.71314,-91.35577,0.0,-157.7,511.0,SIR ROBERT,,WDG7204,31,12,18,,,,B;
367010030,2020-01-01T00:00:00,30.33898,-91.15434,4.8,-99.6,298.0,J O BRADFORD,,WDC3552,31,13,23,9,,31,B;
319105900,2020-01-01T00:00:00,26.11521,-80.10810,0.0,-82.2,511.0,MONICA,,,37,,,,,,B;
367452180,2020-01-01T00:00:04,42.35964,-71.04100,7.4,132.8,125.0,DENALI,IMO9592185,WDI8455,31,0,38,11,4.1,57,B;
367706810,2020-01-01T00:00:04,36.96385,-89.09462,0.0,-170.3,511.0,HARVEST MAIDEN,,WDI5263,31,0,,,,,B;
367700050,2020-01-01T00:00:07,46.16718,-123.91827,0.0,-100.1,183.0,OCEAN INVICTUS,IMO8970495,WDI4590,30,7,23,9,,,B;
367621000,2020-01-01T00:00:07,29.96759,-93.85747,0.6,-122.4,252.0,REBEKAH,IMO7932331,WDI7588,31,11,23,8,,,B;
367326880,2020-01-01T00:00:09,38.88376,-81.91735,4.1,127.1,134.0,AEP MARINER,,WDE2580,31,0,47,14,,31,B;
367710260,2020-01-01T00:00:10,38.04120,-85.91427,0.0,-49.6,511.0,ALAN ALBRIGHT,,WDI5601,31,0,17,,,,B;
367658860,2020-01-01T00:00:06,28.92578,-95.33275,4.7,63.5,511.0,MEG KENNEDY MOORE,,WDH8522,31,12,21,,,,B;
367571770,2020-01-01T00:00:05,29.93859,-90.00602,0.0,-129.3,304.0,COLT CLARY,,WDG7880,31,12,23,,,,B;
367702940,2020-01-01T00:00:13,39.08161,-84.57319,2.3,-168.6,511.0,MOUNTAIN GIRL,,WDI4874,31,0,14,,,,B;
367568020,2020-01-01T00:00:05,40.67054,-74.08403,0.1,-114.4,511.0,FRANCES,IMO5119246,WDG7509,31,0,25,,,,B;
367770120,2020-01-01T00:00:05,35.12040,-90.10797,18.1,-119.5,511.0,MEMPHIS CREWBOAT II,,WDJ3660,60,0,,,,,B;
368528000,2020-01-01T00:00:06,41.62167,-70.91364,0.0,-172.4,511.0,SHEARWATER,IMO8993966,WDF5838,90,3,33,11,3.0,,B;
338194495,2020-01-01T00:00:05,34.18399,-119.22331,0.0,-49.6,511.0,RICK'S CAFE,,,37,,13,,,,B;
636012508,2020-01-01T00:00:05,29.25843,-94.58693,13.0,134.0,136.0,VOIDOMATIS,IMO9298973,A8FX2,80,0,213,32,12.3,,B;
367780660,2020-01-01T00:00:06,30.07767,-94.07217,3.7,79.6,87.0,CAPT THOMAS PAUL,,WDJ4740,31,15,20,,,,B;
367320740,2020-01-01T00:00:08,38.79690,-84.17098,0.0,-112.4,281.0,TENNESSEE,IMO8836584,WDE2124,31,0,42,12,,,B;
367605150,2020-01-01T00:00:09,46.16836,-123.91864,0.0,-64.4,349.0,ASTORIA,,WDH3186,60,0,22,,,,B;
308457000,2020-01-01T00:00:10,26.14012,-78.22665,21.7,-132.5,280.0,DISNEY WONDER,IMO9126819,C6QM8,60,0,294,32,8.0,,B;
374832000,2020-01-01T00:00:09,48.51467,-126.05695,8.5,-136.6,270.0,MG EXPLORER,IMO9767479,HPEZ,70,0,228,,,,B;
563051800,2020-01-01T00:00:00,29.68167,-94.99582,0.0,95.0,82.0,MONTE VERDE,IMO9283239,9V7575,70,0,272,40,10.6,70,B;
367155780,2020-01-01T00:00:01,37.79149,-122.27717,0.0,0.0,511.0,FUME BLANC COMMODORE,,WDD5259,60,0,21,9,,60,B;
367314360,2020-01-01T00:00:13,29.83396,-93.95840,0.0,-49.6,511.0,PELICAN STATE,,WDD9643,31,15,12,,,,B;
367529160,2020-01-01T00:00:00,18.33259,-64.95287,0.5,-128.2,270.0,HANDY THREE,,WDG3740,31,0,21,,,52,A;
367075190,2020-01-01T00:00:06,29.36347,-94.90962,0.0,51.5,511.0,DAKOTA S,,WDC7687,31,12,18,7,,,B;
367057240,2020-01-01T00:00:06,30.50422,-91.25648,0.0,-144.7,240.0,MARK STAAB,,WDC6503,31,12,43,13,,,A;
367313000,2020-01-01T00:00:06,17.38604,-67.58460,8.9,159.2,157.0,OCEAN SUN,IMO9597862,WDG5142,31,11,47,14,6.1,,B;
367741120,2020-01-01T00:00:00,48.74540,-122.49489,0.0,-83.4,211.0,A J,IMO8890310,WDI8684,31,0,29,9,,,B;
367491860,2020-01-01T00:00:01,36.17216,-95.61898,0.1,-151.3,511.0,BEVERELY ANNE,,WDF8145,31,15,34,10,,,B;
366937490,2020-01-01T00:00:02,45.87535,-85.29271,10.3,-131.1,277.0,G L OSTRANDER,IMO7501106,WCV7620,31,0,45,12,6.3,,B;
367675660,2020-01-01T00:00:03,37.01578,-88.26722,0.0,-157.1,120.0,MAVERICK,,WDI2195,31,0,16,,,,B;
366983110,2020-01-01T00:00:08,29.93718,-89.99815,8.3,-102.5,511.0,ANGUS R COOPER,,WCZ9214,31,5,27,7,,,B;
369990237,2020-01-01T00:00:10,29.93550,-90.13633,1.0,25.6,20.0,CG29237,,,90,0,8,,,,A;
367105180,2020-01-01T00:00:02,35.10292,-90.08475,0.0,-179.0,277.0,JOHN REID GOLDING,,WDC9663,31,12,27,9,,57,B;
367448380,2020-01-01T00:00:06,56.81143,-132.96635,0.0,-127.8,511.0,NORTHWIND,IMO7100316,WDF4133,30,15,25,8,,,B;
366961890,2020-01-01T00:00:10,29.67325,-91.23229,0.0,0.0,511.0,SHAWNEE,,WDH8027,31,0,17,7,,52,B;
366995460,2020-01-01T00:00:00,30.08187,-93.28440,4.9,129.1,128.0,ATLAS,IMO8842258,WDC2601,31,0,21,7,,57,B;
538003241,2020-01-01T00:00:00,32.89476,-117.84929,10.5,-70.0,340.0,INGRID C,IMO9546112,V7PJ5,70,0,190,32,12.8,70,B;
367005130,2020-01-01T00:00:04,39.39245,-76.06898,0.0,-133.5,511.0,GULF DAWN,IMO6709725,WCY2448,31,0,29,8,3.3,,B;
367766220,2020-01-01T00:00:04,42.35830,-71.03430,0.0,-190.0,511.0,DALE PYATT,,WDJ3256,70,3,52,,,,B;
367337690,2020-01-01T00:00:06,29.74845,-95.29224,0.0,-193.4,511.0,SAM HOUSTON,,WDE3340,60,15,,,,,B;
338199899,2020-01-01T00:00:07,18.46067,-66.09095,0.1,15.6,511.0,HARBOR PROGRESS,,,,0,,,,,B;
367172460,2020-01-01T00:00:08,33.76215,-118.19533,0.0,-49.6,511.0,CAROLINE,,WDJ5042,60,0,20,6,,,B;
316032706,2020-01-01T00:00:07,42.97667,-82.40781,0.0,-49.6,511.0,DUC D'ORLEANS II,IMO8772714,CFN4477,60,15,18,7,2.6,,A;
367098070,2020-01-01T00:00:00,32.84205,-79.89596,0.7,-49.8,322.0,GULF COAST,,WDC9139,31,0,28,9,,52,B;
367166520,2020-01-01T00:00:00,47.95488,-122.29241,1.2,51.5,511.0,LISA M,,WCX3512,31,0,14,4,,,B;
367724780,2020-01-01T00:00:01,40.16687,-79.85449,4.9,31.6,30.0,BRENDA L MURRAY II,,WDI7040,31,1,,,,,B;
367795910,2020-01-01T00:00:03,40.70356,-74.03109,2.7,10.3,511.0,NATHAN G,IMO8980749,WDJ6251,31,15,22,7,,0,B;
338282000,2020-01-01T00:00:05,57.77643,-152.41418,0.0,-54.1,317.0,STIMSON,IMO9040558,WDG2051,90,0,46,11,4.2,11,B;
366921080,2020-01-01T00:00:06,29.89752,-89.90317,0.1,183.8,511.0,MIRIAM W COOPER,,WDB6267,31,0,29,7,,52,B;
338211518,2020-01-01T00:00:19,38.90012,-76.36315,0.0,126.8,511.0,BELLA VITA,,,37,,13,4,,,B;
367052130,2020-01-01T00:00:08,30.05157,-90.54968,0.0,-188.4,293.0,FREEDOM,IMO8998186,WDC6155,31,15,28,9,3.4,0,B;
538004934,2020-01-01T00:00:08,29.78541,-88.14989,13.4,138.0,137.0,SEAWAYS REDWOOD,IMO9607954,V7ZX2,80,0,250,44,14.8,,B;
367362420,2020-01-01T00:00:12,39.39228,-76.06887,0.0,182.6,511.0,NO 53,,WDE5126,90,15,48,18,,,A;
367456890,2020-01-01T00:00:48,30.51077,-91.20058,3.2,170.1,165.0,LYDIA E CAMPBELL,,WDF4887,31,5,43,10,,,A;
366901880,2020-01-01T00:00:01,46.20448,-84.11900,9.0,-69.9,350.0,BURNS HARBOR,IMO7514713,WDB4745,70,0,330,34,8.9,70,B;
367115250,2020-01-01T00:00:01,60.11860,-149.43843,0.1,-111.2,511.0,TRIBUTE,,WDJ4229,30,,17,6,,,B;
367654290,2020-01-01T00:00:02,36.99869,-89.15962,0.0,-49.6,511.0,CONNELL SMITH,,WDH8063,31,0,15,,,,B;
367438000,2020-01-01T00:00:03,36.68397,-126.13954,22.4,-160.5,249.0,MAUNAWILI,IMO9268538,WGEB,70,0,217,32,12.5,,B;
367401960,2020-01-01T00:00:06,39.82308,-75.36002,0.0,55.1,167.0,CAJUN,IMO8334055,WDE8132,31,0,21,7,,,B;
367658980,2020-01-01T00:00:06,42.37538,-71.04761,0.0,-49.6,511.0,RENDEZVOUS,,WDH8534,60,15,28,7,,,B;
367311490,2020-01-01T00:00:07,29.68209,-94.19658,5.2,63.0,63.0,LADY OF PROMPT SUCCO,,WDD9441,31,12,21,8,,31,B;
565807000,2020-01-01T00:00:00,32.31175,-117.53433,14.7,162.1,163.0,NYK CLARA,IMO9355408,9VFW9,70,0,210,30,11.5,72,B;
367434610,2020-01-01T00:00:08,40.55929,-79.76830,0.1,0.1,63.0,D A GRIMM,,WDF3023,31,0,35,8,,,B;
367371810,2020-01-01T00:00:06,41.16710,-73.17004,0.0,107.1,107.0,MAGOTHY,IMO9544205,WDE5803,31,15,30,10,3.9,31,B;
366995990,2020-01-01T00:00:00,26.85006,-97.46643,0.0,101.1,183.0,W C BINION JR,,WDC2649,31,0,20,7,,57,B;
235060304,2020-01-01T00:00:05,37.46788,-127.58460,12.6,155.0,151.0,ENERGY CENTURION,IMO9387970,2AJU4,80,0,228,32,14.4,89,B;
367685570,2020-01-01T00:00:06,38.42714,-82.59667,0.0,-49.6,511.0,POCAHONTAS,,WDI3160,31,0,16,,,,B;
367702030,2020-01-01T00:00:01,37.04222,-89.18204,0.0,-179.8,5.0,CAPT BILL STEWART,,WDI4791,31,1,39,12,,31,A;
366996790,2020-01-01T00:00:12,30.02005,-94.02672,0.0,25.8,296.0,PEDERNALES,,WDC2721,31,0,20,8,,57,B;
366926740,2020-01-01T00:00:03,33.76830,-118.21925,1.6,63.1,337.0,TIM QUIGG,IMO8987917,WDB6570,31,0,24,9,4.0,52,B;
319107000,2020-01-01T00:00:00,26.06067,-80.13250,0.0,-92.2,177.0,FREEDOM,IMO8975067,ZCOK2,37,15,69,12,3.8,,B;
367016340,2020-01-01T00:00:04,47.65968,-122.38086,0.0,39.2,511.0,YANKEE CLIPPER,IMO7203120,WDC3923,70,5,24,7,,30,A;
367767460,2020-01-01T00:00:06,27.83485,-97.41125,0.7,178.9,511.0,DEBBIE B,,WDJ3380,,15,,,,,B;
303454000,2020-01-01T00:00:06,47.64270,-122.34206,0.0,196.5,65.0,DAEDALUS,,WDC6227,37,15,39,,,,B;
367318730,2020-01-01T00:00:13,29.96777,-90.26348,1.4,-184.9,511.0,MARY D,,WCX7859,60,0,15,5,,,B;
367512520,2020-01-01T00:00:13,38.41191,-82.49987,6.5,-164.5,244.0,T LUKE SAVAGE,,WDG2137,31,12,28,,,,B;
367759080,2020-01-01T00:00:14,30.05847,-93.61847,6.1,90.0,89.0,AMERICAN POWER,,WDJ2513,31,12,,,,,B;
367393270,2020-01-01T00:00:01,33.73495,-118.27066,0.0,36.9,511.0,NICHOLAS L,,WDE7436,90,0,30,6,,53,B;
367375120,2020-01-01T00:00:01,60.54444,-145.76501,0.0,40.2,93.0,PACIFIC SOJOURN,IMO8856431,WDE6045,30,0,18,7,,,B;
366989360,2020-01-01T00:00:00,38.05335,-122.29194,35.6,-162.6,247.0,INTINTOLI,IMO9144653,WCX2709,60,0,41,12,1.5,,B;
367717180,2020-01-01T00:00:04,40.53634,-79.79228,0.0,-49.6,511.0,SAGE JOHNSON,,WDI6292,31,0,12,,,,B;
367503240,2020-01-01T00:00:05,31.51334,-91.51251,3.3,4.9,34.0,SAVAGE INSIGHT,,WDF9252,31,0,28,10,,,B;
367456870,2020-01-01T00:00:06,29.73365,-95.13660,0.0,-135.2,279.0,LIBERTY,IMO8981432,WDF4885,31,0,22,9,,0,B;
367186340,2020-01-01T00:00:07,30.52487,-91.73436,0.0,15.8,319.0,BILLY BURKETT,,WDD7433,31,12,26,9,,,B;
367098010,2020-01-01T00:00:03,36.85863,-76.34686,0.0,5.4,511.0,GOLD COAST,IMO8852540,WDC9135,31,0,18,7,,,B;
367051340,2020-01-01T00:00:06,29.31202,-94.80351,0.0,-188.4,511.0,BILL SPENCE,,WAN6438,31,0,18,8,,31,B;
366997820,2020-01-01T00:00:08,30.05863,-90.85415,0.0,-111.0,511.0,KRISTIN ALEXIS,IMO8635784,WDC2794,31,15,18,7,,,B;
366950740,2020-01-01T00:00:05,30.13424,-91.01459,5.9,62.9,62.0,AMERICAN QUEEN,IMO9084542,WDG2957,60,8,117,25,,,B;
367313850,2020-01-01T00:00:00,30.69175,-81.45571,0.0,-49.6,511.0,CALCASIEU RIVER,,WDD9615,60,15,11,4,,,B;
366991740,2020-01-01T00:00:00,29.33849,-94.77163,27.3,-154.4,249.0,TEXAS,,WDC2352,50,0,21,6,,50,B;
366914190,2020-01-01T00:00:02,38.84446,-75.10183,12.2,-196.2,213.0,NEW JERSEY,IMO8643078,WYU8850,60,0,86,20,,,B;
256186000,2020-01-01T00:00:02,38.05695,-122.26087,0.0,-194.6,257.0,INTISAR,IMO9231901,9HNN8,80,0,249,44,14.6,82,B;
367008090,2020-01-01T00:00:05,40.45423,-73.78169,0.8,42.9,312.0,NEW YORK,IMO7437068,WZH4694,90,0,49,10,3.8,,B;
366772990,2020-01-01T00:00:08,47.79460,-122.49463,0.0,-123.6,298.0,WSF KALEETAN,IMO8835346,WY2512,60,15,116,22,5.6,,B;
368099010,2020-01-01T00:00:08,29.96782,-93.85989,0.0,-175.8,511.0,CAPTAIN RAPHAEL,IMO8685520,WDK8950,31,0,26,9,3.0,31,B;
367017940,2020-01-01T00:00:08,29.78664,-95.08233,2.8,21.5,353.0,CATHY,IMO8991035,WDF2373,31,0,23,10,,,A;
367589280,2020-01-01T00:00:10,29.78732,-95.08295,0.0,-165.6,284.0,INDEPENDENCE,,WDG9585,31,12,25,,,,B;
338447000,2020-01-01T00:00:00,39.71252,-75.50862,11.9,199.7,198.0,OSG HORIZON,IMO9436549,WDF6180,31,0,46,15,6.5,57,B;
354614000,2020-01-01T00:00:02,35.24276,-137.93049,18.5,93.5,95.0,NYK ATLAS,IMO9262728,H8TS,70,0,299,40,14.0,74,B;
303104000,2020-01-01T00:00:05,38.68232,-74.88911,8.8,-90.7,320.0,SEABULK CHALLENGE,IMO7816551,KNJL,80,0,191,32,13.2,,B;
366813470,2020-01-01T00:00:05,30.25136,-88.07030,17.9,71.8,511.0,JUDY D,IMO8968399,WDA4820,60,0,39,9,,,A;
367096360,2020-01-01T00:00:07,33.20271,-87.61517,0.0,90.3,71.0,TIM BURNS,,WDC9010,31,15,26,9,,,B;
366996130,2020-01-01T00:00:08,29.40513,-94.74292,0.1,-91.9,511.0,COLORADO,,WDC2661,31,15,21,8,,57,B;
367456860,2020-01-01T00:00:10,30.36793,-91.32457,0.0,-51.2,1.0,LAKE CHARLES,IMO8851273,WDF4884,31,5,23,8,,,A;
339673000,2020-01-01T00:00:11,26.09829,-80.16628,0.0,-173.8,216.0,MAN OF STEEL,,6YTK9,40,5,37,7,2.2,40,A;
338169433,2020-01-01T00:00:11,26.04262,-79.93929,10.9,-124.9,511.0,T/T VIVERE,,,53,,7,,,,B;
366996310,2020-01-01T00:00:05,33.00785,-79.89875,0.0,-194.5,511.0,DIXIE RENEGADE,,WDC2677,31,0,18,7,,57,B;
367599740,2020-01-01T00:00:15,30.05600,-90.84289,0.1,-166.4,511.0,PAIGE L STRAIT,,WDH2646,31,0,46,12,,31,B;
367493450,2020-01-01T00:00:00,29.62758,-92.27007,4.8,-203.7,207.0,ODYSSEA VALOR,IMO9555620,WDF8302,90,0,50,10,3.0,70,A;
367401290,2020-01-01T00:00:06,29.37201,-94.84383,10.9,105.3,511.0,GEORGE,,WDE8076,31,0,30,11,,52,B;
338107888,2020-01-01T00:00:08,32.13553,-81.13945,0.6,25.4,291.0,HAMPTON ROADS,,,90,3,36,9,,,B;
367127120,2020-01-01T00:00:10,27.79638,-97.02216,1.3,-191.3,511.0,CAPT WICK,,WCZ7147,33,0,0,0,3.5,33,B;
367003890,2020-01-01T00:00:08,29.76054,-95.10470,0.1,137.2,511.0,MIKE CHARLEVILLE,,WDC3206,31,0,17,6,,31,B;
338118674,2020-01-01T00:00:09,33.72624,-118.26904,0.1,179.8,241.0,BAYWATCH 19,,WZB9310,90,15,,,,,B;
366733250,2020-01-01T00:00:01,40.10245,-74.04195,0.0,-49.6,511.0,ATLANTIC SURVEYOR,,WTR5417,70,0,31,7,,,B;
367555330,2020-01-01T00:00:00,38.58805,-90.20520,4.3,51.0,511.0,LOUISIANA STAR,,WDG6282,31,0,19,,,,B;
